1669185242175157248,0.00536,0.03111,0.02878,0.66885,-0.74086,-0.00951,0.06060,0.00578,0.00797,-0.02129,
1669185242275070464,0.00166,0.02459,0.02824,0.66841,-0.74158,-0.00359,0.05716,0.00635,0.00190,0.02424,
1669185242374982400,0.00196,0.02558,0.03191,0.67722,-0.73355,0.00206,0.05723,-0.01608,0.02371,0.01863,
1669185242474895360,0.00010,0.02683,0.03262,0.67703,-0.73361,0.00019,0.05873,-0.04097,0.08552,-0.02531,
1669185242574807296,-0.00406,0.03032,0.03265,0.67121,-0.73863,-0.00907,0.06181,0.00676,0.05023,0.05987,
1669185242674720256,-0.00381,0.02901,0.03698,0.67837,-0.73236,-0.00862,0.05815,0.04081,-0.04193,0.04203,
1669185242774632960,-0.00207,0.02130,0.04045,0.69545,-0.71661,0.00062,0.05306,-0.03393,-0.03256,0.00683,
1669185242874544128,-0.00661,0.02070,0.03969,0.69385,-0.71841,-0.01937,0.04567,-0.01235,0.01138,-0.03248,
1669185242974456576,-0.00995,0.01270,0.03975,0.70176,-0.71019,-0.02193,0.05179,0.01208,-0.06392,-0.00402,
1669185243074367488,0.00025,0.00466,0.04331,0.73813,-0.67251,0.00370,0.05361,0.11270,-0.13068,0.08619,
1669185243174279424,0.00334,-0.00167,0.04417,0.75771,-0.64972,0.01868,0.05827,0.01149,0.02476,-0.05374,
1669185243274190080,0.00314,0.00636,0.03473,0.71359,-0.69607,0.03418,0.07147,-0.00012,0.07803,-0.07631,
1669185243374101760,-0.00560,0.01430,0.03176,0.68816,-0.72105,0.02742,0.07593,-0.08195,0.06042,-0.00529,
1669185243474013184,-0.01308,0.02080,0.03418,0.67219,-0.73605,0.02166,0.07698,-0.09663,0.02687,0.03843,
1669185243573923328,-0.02351,0.02463,0.04194,0.65681,-0.74950,0.02024,0.08024,-0.13029,0.00150,0.11730,
1669185243673834240,-0.03711,0.02551,0.06119,0.65188,-0.75414,0.01162,0.07867,-0.15126,-0.02656,0.24056,
1669185243773744128,-0.05374,0.02165,0.08881,0.64983,-0.75641,0.00396,0.07452,-0.14837,-0.03734,0.29626,
1669185243873658368,-0.07072,0.02219,0.12134,0.65043,-0.75612,0.00258,0.07220,-0.18940,-0.02983,0.31995,
1669185243973573120,-0.08952,0.02270,0.15164,0.64075,-0.76481,-0.00588,0.06686,-0.16026,-0.03448,0.25916,
1669185244073486848,-0.10447,0.02155,0.17827,0.64389,-0.76206,-0.00422,0.06815,-0.13678,-0.04539,0.21903,
1669185244173401088,-0.11792,0.01951,0.19896,0.65024,-0.75660,-0.00771,0.06852,-0.14053,-0.03331,0.15465,
