1668265994996073216,-0.01783,-0.13404,0.13256,0.63785,-0.73965,-0.10097,0.18940,
1668265995062681088,-0.02456,-0.11599,0.12237,0.62843,-0.74478,-0.12542,0.18612,
1668265995129318400,0.00820,-0.10733,0.14184,0.62862,-0.74142,-0.13463,0.19239,
1668265995195951104,0.01498,-0.12799,0.13955,0.63045,-0.73748,-0.13928,0.19811,
1668265995262584064,-0.00441,-0.13966,0.13111,0.62955,-0.73362,-0.15573,0.20303,
1668265995329217536,-0.05217,-0.03541,0.09338,0.59863,-0.74730,-0.19903,0.20874,
1668265995395851008,-0.06907,-0.01649,0.07891,0.56646,-0.76066,-0.25335,0.19060,
1668265995462484992,-0.10010,0.01794,0.04844,0.53135,-0.76999,-0.30755,0.17375,
1668265995529119744,-0.12906,0.03155,0.02467,0.51109,-0.76953,-0.33369,0.18775,
1668265995595754496,-0.02832,-0.05392,0.03283,0.51869,-0.75783,-0.32957,0.21916,
1668265995662389504,-0.06443,-0.01637,0.02430,0.51863,-0.75297,-0.32780,0.23793,
1668265995729024768,-0.09455,-0.07396,-0.02002,0.53289,-0.73548,-0.32734,0.26066,
1668265995795660800,-0.17059,-0.03699,-0.04252,0.52297,-0.73030,-0.34651,0.27038,
1668265995862296832,-0.18075,-0.01486,-0.06814,0.51453,-0.72388,-0.36664,0.27718,
1668265995928933376,-0.22248,0.04279,-0.07070,0.50605,-0.72104,-0.37899,0.28352,
1668265995995571200,-0.22118,0.07382,-0.07290,0.50069,-0.71791,-0.38636,0.29094,
1668265996062204928,-0.13377,0.08387,0.01290,-0.49101,0.71769,0.39448,-0.29701,
1668265996195422208,-0.14049,0.08205,0.02161,-0.48427,0.71386,0.40928,-0.29729,
1668265996328641024,-0.16380,0.09963,0.02268,-0.48190,0.70676,0.42110,-0.30157,
1668265996461859584,-0.20938,0.12919,0.02686,-0.47090,0.70661,0.43448,-0.30031,
1668265996595077632,-0.26081,0.18267,0.02436,-0.45985,0.70934,0.44522,-0.29523,
1668265996728295680,-0.29512,0.23656,0.02418,-0.45034,0.70996,0.46002,-0.28553,
1668265996794904832,-0.29250,0.24075,0.02471,-0.44191,0.71109,0.47110,-0.27772,
1668265996861513728,-0.31372,0.25261,0.02231,-0.43256,0.70888,0.48862,-0.26766,
1668265996928122624,-0.35466,0.27132,0.01962,-0.41416,0.70425,0.51429,-0.26078,
1668265996994731520,-0.37096,0.27110,0.02178,-0.39711,0.69878,0.53814,-0.25379,
1668265997061340928,-0.38649,0.26921,0.02293,-0.38237,0.69712,0.55397,-0.24684,
1668265997127953152,-0.41433,0.28078,0.02265,-0.36925,0.69510,0.56762,-0.24144,
1668265997194566144,-0.44516,0.28605,0.01706,-0.35097,0.69240,0.58462,-0.23586,
1668265997261178368,-0.46698,0.28728,0.01293,-0.33262,0.68972,0.60103,-0.22895,
1668265997327790592,-0.48750,0.28833,0.00818,-0.31593,0.68500,0.61722,-0.22363,
1668265997394402560,-0.49736,0.28394,0.00647,-0.30424,0.67764,0.62987,-0.22695,
1668265997461014784,-0.51054,0.27830,0.00446,-0.29843,0.66986,0.63791,-0.23515,
1668265997527626752,-0.52369,0.27144,0.00025,-0.29192,0.65922,0.64923,-0.24230,
1668265997594238720,-0.54779,0.26324,-0.00380,-0.28099,0.65056,0.66320,-0.24081,
1668265997660850688,-0.57957,0.25192,-0.01393,-0.26656,0.64040,0.68281,-0.22935,
1668265997727462656,-0.60210,0.23945,-0.02370,-0.25189,0.62569,0.70401,-0.22232,
1668265997794074880,-0.62812,0.22618,-0.03308,-0.24147,0.60578,0.72470,-0.22256,
1668265997860686592,-0.65808,0.21031,-0.04311,-0.22430,0.58607,0.74709,-0.21924,
1668265997927288832,-0.68450,0.19290,-0.05344,-0.21102,0.56605,0.76711,-0.21585,
1668265997993905920,-0.70499,0.17593,-0.06217,-0.19749,0.54067,0.78947,-0.21310,
1668265998060523008,-0.72446,0.16126,-0.06764,-0.18137,0.51061,0.81366,-0.21057,
