1668267859809740544,-0.04810,0.01082,0.05074,0.75305,-0.65790,0.00547,-0.00755,
1668267860142790656,-0.06044,0.07919,0.06166,0.71422,-0.69692,-0.06086,0.02199,
1668267860242705152,-0.06729,0.06801,0.06085,0.72534,-0.68560,-0.05990,0.01587,
1668267860309315072,-0.07264,0.05534,0.05817,0.73199,-0.67855,-0.05929,0.01547,
1668267860409230080,-0.06814,0.04516,0.06066,0.74272,-0.66712,-0.05603,0.01361,
1668267860509145600,-0.06452,0.03454,0.06552,0.75615,-0.65254,-0.04931,-0.00145,
1668267860609062400,-0.06242,0.02529,0.07074,0.77343,-0.63234,-0.03829,-0.02203,
1668267860708980480,-0.05725,0.01862,0.07323,0.78073,-0.62329,-0.02128,-0.03902,
1668267860808897280,-0.05090,0.01682,0.07400,0.78147,-0.62212,-0.00555,-0.04731,
1668267860908815104,-0.04660,0.01733,0.07612,0.77923,-0.62489,0.00664,-0.04759,
1668267861408401920,-0.03455,-0.05179,0.11369,0.76165,-0.64024,0.07296,-0.06820,
1668267861441707008,-0.02997,-0.05524,0.11814,0.75340,-0.64681,0.08906,-0.07810,
1668267861475013376,-0.02874,-0.04948,0.12148,0.74437,-0.65436,0.10406,-0.08303,
1668267861508318720,-0.03164,-0.05004,0.12138,0.73503,-0.66303,0.11398,-0.08448,
1668267861541625344,-0.03356,-0.04071,0.12240,0.72445,-0.67330,0.12268,-0.08246,
1668267861608237568,-0.03219,-0.04129,0.11982,0.71194,-0.68626,0.13002,-0.07265,
1668267861808074496,-0.03068,-0.06491,0.15517,0.69154,-0.70548,0.12943,-0.08557,
1668267861907993344,-0.02930,-0.07472,0.16566,0.68111,-0.71563,0.13276,-0.07963,
1668267862007911168,-0.02920,-0.07886,0.17797,0.67003,-0.72638,0.13366,-0.07459,
1668267862107830016,-0.03511,-0.06830,0.18255,0.65898,-0.73954,0.12340,-0.05991,
1668267862207747840,-0.04118,-0.05725,0.18398,0.63606,-0.76219,0.10912,-0.05090,
1668267862307666688,-0.04907,-0.04295,0.18370,0.62387,-0.77470,0.09405,-0.04235,
1668267862507503616,-0.06948,-0.00846,0.19139,0.64031,-0.76234,0.08277,-0.04470,
1668267862607422976,-0.07762,0.01413,0.19369,0.65637,-0.74912,0.08034,-0.03917,
1668267862707341824,-0.08673,0.03544,0.20048,0.67546,-0.73323,0.07599,-0.01848,
1668267862807261440,-0.08651,0.05971,0.20633,0.68186,-0.72748,0.07492,-0.01496,
1668267862907181312,-0.09542,0.08751,0.21909,0.69626,-0.71513,0.06141,-0.00668,
1668267863007099648,-0.10322,0.11009,0.23315,0.72039,-0.69212,0.04477,-0.00093,
1668267863107019520,-0.10741,0.14347,0.24400,0.73658,-0.67566,0.03052,-0.00046,
1668267863206938368,-0.11060,0.18741,0.24956,0.73569,-0.67709,0.00285,0.01760,
1668267863306857728,-0.10764,0.22534,0.25829,0.74841,-0.66240,-0.01925,0.02714,
1668267863406776064,-0.10837,0.27739,0.27348,0.74930,-0.65927,-0.05140,0.03578,
1668267863506696192,-0.10760,0.32854,0.28973,0.73950,-0.66563,-0.08140,0.05873,
1668267863606616576,-0.11357,0.36802,0.30042,0.74910,-0.64635,-0.11726,0.08563,
1668267863706535680,-0.12302,0.41251,0.31010,0.74688,-0.64487,-0.13022,0.09672,
1668267864072908288,-0.19258,0.57980,0.31320,0.74613,-0.62879,-0.17684,0.12903,
1668267864139521536,-0.21257,0.60135,0.31650,0.74449,-0.62607,-0.18505,0.13975,
1668267864405974272,-0.26586,0.73828,0.31982,0.73000,-0.63789,-0.18190,0.16468,
1668267864606396416,-0.29236,0.85499,0.31333,0.72150,-0.64243,-0.19176,0.17308,
1668267865078270464,-0.41326,1.03267,0.31965,0.67308,-0.58953,-0.32835,0.30267,
1668267865111993344,-0.43107,1.04075,0.31934,0.66545,-0.58623,-0.33812,0.31495,
1668267865145720064,-0.44566,1.04292,0.31776,0.65803,-0.58320,-0.34696,0.32634,
1668267865179447552,-0.44958,1.02636,0.31161,0.65191,-0.57881,-0.35515,0.33744,
1668267865213178880,-0.46762,1.03509,0.31293,0.64625,-0.57440,-0.36355,0.34678,
1668267865246911744,-0.48136,1.03297,0.31354,0.64216,-0.56778,-0.37137,0.35685,
1668267865280647936,-0.49228,1.02446,0.31427,0.63998,-0.55633,-0.37904,0.37048,
1668267865381869824,-0.52746,1.01249,0.31314,0.62477,-0.53797,-0.39997,0.40033,
1668267865483112704,-0.56942,1.01348,0.31658,0.60765,-0.52461,-0.41765,0.42558,
1668267865950388480,-0.75008,1.01860,0.30509,0.52744,-0.41725,-0.50038,0.54528,
1668267865983677952,-0.77165,1.02723,0.31030,0.51826,-0.40831,-0.50764,0.55406,
1668267866016967424,-0.78893,1.04407,0.32034,0.50917,-0.40059,-0.51484,0.56144,
1668267866050255360,-0.81476,1.04654,0.32162,0.50194,-0.39000,-0.52161,0.56910,
1668267866083544576,-0.83489,1.04719,0.32385,0.49362,-0.37811,-0.52912,0.57741,
1668267866116832000,-0.86747,1.04820,0.32809,0.48357,-0.36744,-0.53681,0.58565,
1668267866216696320,-0.93046,1.04399,0.33090,0.45410,-0.35293,-0.55531,0.60072,
1668267866715907072,-1.18067,0.90002,0.30563,0.38561,-0.29488,-0.58575,0.64903,
1668267866848966144,-1.25929,0.87606,0.31236,0.37270,-0.29233,-0.58957,0.65425,
1668267867480921088,-1.53102,0.70546,0.28593,0.26241,-0.17608,-0.63504,0.70488,
1668267867514178048,-1.58286,0.71053,0.29607,0.25402,-0.16907,-0.63770,0.70727,
1668267867580709376,-1.66324,0.66830,0.29517,0.23966,-0.15977,-0.64279,0.70983,
1668267867647227648,-1.71549,0.61419,0.27890,0.23143,-0.15126,-0.64542,0.71204,
1668267867713758720,-1.77147,0.54991,0.25893,0.21914,-0.13440,-0.65175,0.71354,
1668267867813553408,-1.79755,0.50188,0.21617,0.19858,-0.10357,-0.66005,0.71706,
1668267868345733888,-1.89358,0.32948,-0.24335,-0.04040,-0.02129,0.72964,-0.68231,
1668267868378992640,-1.90254,0.31111,-0.26643,-0.03374,-0.02651,0.73201,-0.67994,
1668267868412250112,-1.90207,0.30405,-0.28755,-0.02666,-0.03237,0.73315,-0.67877,
1668267868445508096,-1.94646,0.25509,-0.30588,-0.01546,-0.04097,0.73328,-0.67851,
1668267868478766080,-1.94947,0.23760,-0.32243,-0.00354,-0.04863,0.73331,-0.67815,
1668267868512022272,-1.95427,0.21320,-0.33922,0.00726,-0.05689,0.73888,-0.67139,
1668267868545279232,-1.94397,0.21449,-0.34855,0.01543,-0.06521,0.74757,-0.66079,
1668267868578552064,-1.94030,0.20079,-0.35792,0.02105,-0.06996,0.75681,-0.64954,
1668267868678339328,-1.92056,0.19014,-0.37577,0.04180,-0.08544,0.76753,-0.63392,
1668267868778136064,-1.89421,0.19169,-0.36778,0.05029,-0.09551,0.76113,-0.63956,
1668267868877930496,-1.85082,0.19198,-0.33331,0.06862,-0.11476,0.75244,-0.64495,
1668267869275707392,-1.67856,0.20877,-0.20815,0.15391,-0.18453,0.70553,-0.66669,
1668267869325844992,-1.65536,0.21037,-0.21201,0.16542,-0.20195,0.70273,-0.66183,
1668267869375980544,-1.63178,0.21674,-0.21649,0.18623,-0.22374,0.69523,-0.65720,
1668267869426116608,-1.60869,0.23060,-0.22199,0.21523,-0.24716,0.67902,-0.65690,
1668267869476250624,-1.58045,0.25418,-0.22942,0.23978,-0.26390,0.66201,-0.65925,
1668267869526385152,-1.55733,0.26497,-0.22832,0.26125,-0.28535,0.65448,-0.64960,
1668267869626662912,-1.50364,0.28069,-0.21135,0.31505,-0.34145,0.63316,-0.61908,
1668267869726950144,-1.47976,0.31603,-0.19028,0.36024,-0.37768,0.61375,-0.59237,
1668267869857412608,-1.44192,0.37860,-0.19385,0.40131,-0.42051,0.58377,-0.56686,
1668267869930832640,-1.41895,0.42193,-0.20233,0.41902,-0.44385,0.56981,-0.55021,
1668267870030615552,-1.38242,0.48826,-0.20297,0.44588,-0.47455,0.53778,-0.53552,
1668267870130394112,-1.34470,0.56082,-0.18486,-0.45878,0.50184,-0.51749,0.51950,
1668267870230170624,-1.30973,0.62342,-0.16858,-0.47512,0.53458,-0.48860,0.49976,
1668267870329943040,-1.26977,0.66232,-0.16650,-0.48877,0.55182,-0.47381,0.48177,
1668267870429712640,-1.23728,0.68729,-0.18008,-0.49717,0.56420,-0.46991,0.46225,
1668267870629265664,-1.17488,0.69229,-0.23143,0.50080,-0.58280,0.46028,-0.44461,
1668267871028429312,-1.04531,0.63882,-0.14598,0.52100,-0.58778,0.45538,-0.41917,
1668267871227992064,-0.99149,0.64690,-0.19067,0.51088,-0.58820,0.44852,-0.43801,
1668267871327769088,-0.97323,0.64800,-0.21530,0.51449,-0.57162,0.43911,-0.46447,
1668267871427543040,-0.94002,0.65593,-0.21039,0.52678,-0.55507,0.42268,-0.48553,
1668267871527312896,-0.87381,0.66540,-0.16033,0.52838,-0.54792,0.42909,-0.48630,
1668267871627119616,-0.80296,0.67557,-0.11455,0.51948,-0.55331,0.44374,-0.47654,
1668267871826741760,-0.73064,0.68263,-0.08660,0.52951,-0.54371,0.42908,-0.48978,
1668267872026352640,-0.65942,0.67043,-0.16081,0.54090,-0.55793,0.42315,-0.46593,
1668267872126153984,-0.61253,0.66968,-0.19950,0.54828,-0.56285,0.41256,-0.46086,
