1668267857511650048,-0.01449,-0.02793,0.01697,0.75186,-0.65817,-0.03311,0.02041,-0.06761,-0.02798,-0.02052,
1668267857544955392,-0.03998,-0.02775,0.01744,0.75146,-0.65850,-0.03666,0.01880,-0.09236,-0.01793,-0.00181,
1668267857578260992,-0.04665,-0.02210,0.01871,0.75377,-0.65567,-0.03995,0.01819,-0.07628,-0.02637,-0.01755,
1668267857611567616,-0.05529,-0.04505,0.02721,0.75578,-0.65339,-0.03982,0.01709,-0.05260,-0.05113,-0.03293,
1668267857711484416,-0.06008,-0.06381,0.02940,0.75136,-0.65882,-0.03083,0.02150,-0.03224,0.00052,-0.02828,
1668267857811402240,-0.06493,-0.05363,0.03161,0.74507,-0.66559,-0.03610,0.02373,-0.04047,0.01129,-0.02425,
1668267857911319552,-0.06840,-0.04494,0.02883,0.74174,-0.66917,-0.03697,0.02592,0.00161,-0.02825,-0.06606,
1668267858310990848,-0.05851,0.00162,0.00943,0.74108,-0.67057,-0.01817,0.02832,-0.00581,0.05341,0.04498,
1668267858344296192,-0.05568,0.00710,0.00866,0.74200,-0.66955,-0.01966,0.02745,-0.02056,0.00480,0.05622,
1668267858377602560,-0.07065,-0.01590,0.02333,0.74803,-0.66298,-0.02129,0.02130,-0.07363,-0.04152,0.02353,
1668267858410907648,-0.07582,-0.03149,0.02043,0.75202,-0.65831,-0.02689,0.01900,-0.05500,-0.07495,-0.05902,
1668267858444214272,-0.08073,-0.03933,0.03195,0.75218,-0.65828,-0.02299,0.01918,0.01336,-0.11364,-0.09788,
1668267858510825728,-0.07910,-0.04061,0.03303,0.75001,-0.66105,-0.01341,0.01788,0.00693,0.00049,0.01196,
1668267858610743040,-0.07715,-0.02845,0.04144,0.74545,-0.66633,-0.01125,0.01299,-0.01877,0.03332,0.06725,
1668267858710659584,-0.08114,-0.02943,0.03865,0.75290,-0.65793,-0.01646,-0.00072,-0.04128,-0.08835,-0.04553,
1668267858810576896,-0.06486,-0.01806,0.02354,0.75964,-0.65024,-0.01160,0.00091,0.06794,0.00231,-0.00350,
1668267858910493184,-0.06396,0.00037,0.03860,0.74613,-0.66577,0.00061,0.00615,0.03137,0.09330,0.04116,
1668267859010410240,-0.06482,0.00267,0.04144,0.75240,-0.65871,-0.00068,0.00013,0.01416,-0.07343,-0.05446,
1668267859110326784,-0.06002,-0.00740,0.04328,0.75335,-0.65752,0.00991,0.00543,0.06691,0.02974,0.02462,
1668267859210243840,-0.06718,0.01440,0.05326,0.75444,-0.65630,0.00908,0.00367,-0.02336,0.10055,0.07077,
1668267859576604672,-0.07408,0.03269,0.05540,0.75657,-0.65381,0.00110,-0.01193,-0.03670,0.04374,0.00044,
1668267859609908736,-0.07132,0.02827,0.05359,0.75895,-0.65097,0.00408,-0.01493,0.01302,0.01942,-0.02310,
1668267859643214592,-0.06197,0.01353,0.04682,0.75910,-0.65058,0.00981,-0.02064,-0.00992,-0.04369,0.00350,
1668267859676519424,-0.05974,0.00803,0.04885,0.76030,-0.64928,0.00634,-0.01825,0.02661,0.01121,0.00459,
1668267859709824768,-0.05378,-0.00696,0.04690,0.75924,-0.65061,0.00658,-0.01456,0.05887,0.06091,0.03628,
1668267859809740544,-0.04728,0.00891,0.05205,0.75306,-0.65789,0.00594,-0.00709,0.04540,0.11253,-0.00640,
1668267860142790656,-0.05675,0.07290,0.06646,0.71423,-0.69695,-0.06031,0.02242,-0.01429,0.06552,0.08199,
1668267860176094976,-0.06448,0.07647,0.06477,0.72008,-0.69044,-0.06534,0.02242,0.02549,0.05510,0.05763,
1668267860209400576,-0.06932,0.07534,0.06684,0.72328,-0.68737,-0.06335,0.01942,0.04218,0.05750,0.03933,
1668267860242705152,-0.07241,0.07073,0.06712,0.72536,-0.68559,-0.05963,0.01605,0.03533,0.04315,0.03982,
1668267860309315072,-0.07022,0.06468,0.06442,0.73234,-0.67821,-0.05870,0.01625,0.02536,0.01640,0.05363,
1668267860409230080,-0.07569,0.04918,0.06445,0.74269,-0.66718,-0.05565,0.01381,0.02494,-0.02295,0.06388,
1668267860509145600,-0.07053,0.03295,0.06865,0.75684,-0.65174,-0.04921,-0.00133,0.02652,-0.07744,0.06648,
1668267860609062400,-0.06756,0.01976,0.07199,0.77371,-0.63201,-0.03824,-0.02197,0.03290,-0.06423,0.02819,
1668267860708980480,-0.06525,0.01281,0.07349,0.78131,-0.62260,-0.02082,-0.03875,0.04339,-0.03240,0.00020,
1668267860808897280,-0.05944,0.00821,0.07524,0.78165,-0.62194,-0.00488,-0.04685,0.05098,-0.01387,0.00532,
1668267860908815104,-0.05381,0.00588,0.07784,0.77966,-0.62437,0.00655,-0.04751,0.03926,-0.02520,0.03729,
