1668265993164325632,-0.06344,0.02338,0.39279,0.63724,-0.76839,0.00692,0.05872,
1668265993197630464,-0.05477,0.01105,0.39719,0.64752,-0.75910,-0.00237,0.06689,
1668265993297546496,-0.08868,0.02989,0.46456,0.69178,-0.71750,-0.02438,0.07770,
1668265993397461248,-0.10767,0.03318,0.49535,0.70722,-0.70490,-0.02499,0.04818,
1668265993497377280,-0.13148,-0.03823,0.54254,0.72156,-0.68979,-0.02306,0.05484,
1668265993697207552,-0.16622,0.01799,0.59610,0.69737,-0.71287,-0.02384,0.07016,
1668265993897037824,-0.19394,-0.03866,0.65207,0.71333,-0.69688,-0.02498,0.06987,
1668265994363300096,-0.29778,-0.09045,0.74234,0.68106,-0.72134,-0.05091,0.11502,
1668265994463211520,-0.31202,-0.05066,0.74462,0.69037,-0.71206,-0.03037,0.12428,
1668265994529819136,-0.32471,-0.04223,0.75836,0.68541,-0.71348,-0.02641,0.14307,
1668265994596427008,-0.32690,-0.01832,0.77015,0.68115,-0.71389,-0.02181,0.16097,
1668265994696339200,-0.32619,0.00034,0.79638,0.66382,-0.72026,-0.03389,0.19854,
1668265994796251136,-0.33006,0.03517,0.81305,0.63469,-0.73895,-0.06037,0.21788,
1668265994896161536,-0.34326,-0.00769,0.85447,0.62028,-0.74690,-0.08684,0.22327,
1668265994996073216,-0.33087,-0.05509,0.85416,0.60675,-0.75311,-0.12631,0.22073,
1668265995096001536,-0.32589,-0.02304,0.85146,0.59613,-0.75641,-0.15808,0.21790,
1668265995295900160,-0.32367,0.00904,0.87790,0.58462,-0.75265,-0.20201,0.22565,
1668265995395851008,-0.33040,0.04754,0.89282,0.53945,-0.76691,-0.27756,0.20928,
1668265995495802880,-0.34044,0.04881,0.87293,-0.49339,0.77305,0.34964,-0.19163,
1668265995595754496,-0.35319,0.07592,0.89103,-0.48546,0.76421,0.36311,-0.22015,
1668265995695707648,-0.37075,0.08159,0.88007,-0.49472,0.75217,0.35650,-0.24981,
1668265996128812800,-0.53085,0.26658,0.86832,-0.47323,0.71131,0.43499,-0.28438,
1668265996262031616,-0.54852,0.00752,0.88800,-0.48151,0.69878,0.44082,-0.29247,
1668265996395250432,-0.55730,-0.00049,0.92602,-0.47511,0.69591,0.44405,-0.30465,
