1668265991798717696,-0.00351,0.06489,0.08562,0.69231,-0.72148,0.00897,0.00907,-0.11295,0.29936,0.08529,
1668265991898630656,0.03414,0.01073,0.10784,0.71576,-0.69721,0.00089,0.03975,0.02073,0.36639,0.07526,
1668265991998553856,0.04528,0.01608,0.16404,0.68969,-0.72202,-0.01841,0.05166,0.00471,0.23507,0.19198,
1668265992098478080,0.00892,0.08202,0.09243,0.69649,-0.71404,-0.02486,0.06658,-0.08839,0.18361,0.10277,
1668265992198401536,0.05313,-0.01060,0.20932,0.69955,-0.71035,-0.02451,0.07370,0.02060,-0.01063,0.20077,
1668265992298325760,0.03693,0.07130,0.18469,0.69833,-0.71168,-0.01993,0.07383,-0.03144,0.11458,0.17725,
1668265992398249984,0.02701,0.07194,0.17775,0.70540,-0.70479,-0.01576,0.07368,-0.06038,0.13772,0.16257,
1668265992498173440,0.02021,0.02749,0.18252,0.70201,-0.70852,-0.00895,0.07143,-0.06942,0.08028,0.20300,
1668265992598097920,0.01723,-0.04392,0.21423,0.69267,-0.71897,0.00343,0.05727,-0.04836,-0.02008,0.34277,
1668265992698021632,0.00908,-0.03645,0.23700,0.69333,-0.71858,0.02153,0.04985,-0.07618,0.01719,0.38701,
1668265993064409856,-0.05693,0.02044,0.36020,0.62256,-0.77919,0.03793,0.06199,-0.27312,0.07701,0.45414,
1668265993097715456,-0.05910,0.03278,0.36608,0.62514,-0.77739,0.02756,0.06406,-0.24954,0.07026,0.48824,
1668265993131020032,-0.05709,0.03705,0.37623,0.63031,-0.77367,0.02067,0.06093,-0.24839,0.05393,0.51959,
1668265993164325632,-0.05656,0.02488,0.39157,0.63717,-0.76842,0.00705,0.05911,-0.26063,-0.00093,0.54783,
1668265993197630464,-0.07200,0.02269,0.41150,0.64749,-0.75927,-0.00384,0.06521,-0.25393,-0.03985,0.58607,
1668265993297546496,-0.08009,-0.00024,0.45675,0.69117,-0.71807,-0.02476,0.07778,-0.27933,-0.16521,0.57584,
1668265993397461248,-0.11852,0.01504,0.51796,0.70720,-0.70492,-0.02556,0.04800,-0.29880,-0.14697,0.47957,
1668265993497377280,-0.14300,0.02272,0.53869,0.72040,-0.69105,-0.02398,0.05396,-0.35218,-0.07354,0.35247,
1668265993597292800,-0.16432,-0.04912,0.56868,0.71485,-0.69671,-0.01960,0.05650,-0.31393,-0.07868,0.17963,
1668265993697207552,-0.18257,-0.00598,0.60318,0.69862,-0.71168,-0.02418,0.06962,-0.31815,-0.01104,0.23822,
1668265993797123072,-0.19611,0.01522,0.61914,0.69743,-0.71263,-0.02516,0.07152,-0.30495,-0.08092,0.23486,
1668265993897037824,-0.21230,0.00366,0.65774,0.71229,-0.69800,-0.02589,0.06899,-0.25146,-0.04947,0.15005,
1668265994363300096,-0.29007,-0.02897,0.74107,0.68104,-0.72142,-0.05113,0.11459,-0.16156,0.08146,0.21085,
1668265994396603648,-0.30258,-0.08952,0.74929,0.68076,-0.72172,-0.04659,0.11624,-0.12385,0.02416,0.21306,
1668265994429907968,-0.31637,-0.07671,0.73608,0.68541,-0.71768,-0.03862,0.11685,-0.12676,0.01483,0.23831,
1668265994463211520,-0.31450,-0.07890,0.73492,0.69140,-0.71107,-0.03034,0.12417,-0.13761,0.04683,0.21469,
1668265994496515840,-0.31667,-0.04733,0.75166,0.68999,-0.71050,-0.02667,0.13560,-0.13841,0.11912,0.20201,
1668265994529819136,-0.32627,-0.03610,0.75924,0.68557,-0.71334,-0.02643,0.14299,-0.12310,0.16174,0.19956,
1668265994596427008,-0.33052,-0.03127,0.77356,0.68205,-0.71305,-0.02188,0.16089,-0.06749,0.17742,0.24682,
